country,year,D1,D2,total_respondents,position_1,position_2,position_3,position_4,position_5,position_6,position_7,position_8,position_9,position_10,refused,dont_know
IT,2015.0,0.0666791242277204,-0.16218902353884396,1014.0,31.0,40.0,72.0,102.0,136.0,117.0,134.0,74.0,14.0,37.0,184.0,73.0
IT,2016.0,0.0020361105912469184,-0.23334172902570982,1014.0,35.0,26.0,88.0,76.0,138.0,73.0,84.0,63.0,13.0,40.0,283.0,95.0
IT,2017.0,0.0237122425697996,-0.23829987139384468,1027.0,30.0,32.0,81.0,105.0,125.0,89.0,69.0,61.0,19.0,38.0,289.0,89.0
IT,2019.0,0.010222336524142773,-0.0421508899095107,1024.0,34.0,27.0,96.0,110.0,176.0,118.0,118.0,88.0,21.0,53.0,68.0,115.0
IT,2020.0,0.10936806129685922,-0.07380100624649583,1022.0,14.0,16.0,66.0,124.0,194.0,176.0,160.0,80.0,17.0,18.0,91.0,66.0
IT,2020.5,0.0787799010310385,-0.006007107048664251,1033.0,23.0,27.0,107.0,126.0,200.0,139.0,148.0,83.0,16.0,27.0,89.0,48.0
IT,2021.0,0.09461647575260025,-0.08266824965782252,1020.0,27.0,24.0,75.0,135.0,170.0,145.0,140.0,86.0,15.0,35.0,116.0,52.0
IT,2021.5,0.08582458599490257,-0.09066741255414712,1019.0,29.0,18.0,75.0,133.0,176.0,154.0,151.0,65.0,13.0,23.0,117.0,65.0
IT,2022.0,0.10880127323638386,-0.0946982665507922,1028.0,29.0,16.0,87.0,135.0,159.0,170.0,141.0,78.0,13.0,28.0,115.0,57.0
IT,2023.0,0.07844412858625877,-0.10469103777027926,1047.0,21.0,23.0,78.0,125.0,181.0,134.0,150.0,86.0,15.0,33.0,137.0,64.0
IT,2024.5,0.10937412949191484,-0.08103332560070946,1036.0,34.0,18.0,57.0,118.0,188.0,168.0,130.0,111.0,31.0,35.0,103.0,43.0
IT,2025.0,0.13729541353776736,-0.06072832407727289,1026.0,24.0,15.0,62.0,123.0,205.0,170.0,156.0,93.0,27.0,36.0,89.0,26.0
LT,2007.0,-0.2641012661340665,-0.0994330159775885,1016.0,42.0,28.0,42.0,56.0,194.0,52.0,30.0,40.0,20.0,59.0,69.0,384.0
LT,2010.0,-0.2755784761940065,-0.1397694730937007,1025.0,52.0,34.0,43.0,32.0,196.0,37.0,30.0,36.0,11.0,46.0,118.0,390.0
LT,2012.0,-0.21994856059737297,-0.11573509633668985,1011.0,88.0,32.0,46.0,45.0,230.0,44.0,31.0,45.0,24.0,69.0,72.0,285.0
LT,2014.0,-0.252904436746247,-0.04362600527890525,1008.0,71.0,36.0,55.0,31.0,304.0,45.0,30.0,32.0,17.0,73.0,35.0,279.0
LT,2015.0,-0.23562692681887776,-0.06456048364970365,1012.0,62.0,37.0,56.0,33.0,271.0,56.0,37.0,34.0,22.0,84.0,36.0,284.0
LT,2016.0,-0.2219592484868441,-0.04149727244444999,1000.0,47.0,37.0,53.0,43.0,309.0,46.0,48.0,28.0,11.0,63.0,54.0,261.0
LT,2017.0,-0.22634390950102046,-0.09760016072603878,1003.0,36.0,28.0,45.0,31.0,271.0,57.0,34.0,43.0,15.0,90.0,71.0,282.0
LT,2019.0,-0.23826346203305745,-0.04242365809813259,1001.0,50.0,38.0,46.0,41.0,313.0,38.0,33.0,44.0,21.0,63.0,41.0,273.0
LT,2020.0,0.06360393712446837,0.18523659269437315,1042.0,30.0,26.0,50.0,78.0,396.0,167.0,101.0,84.0,35.0,55.0,2.0,18.0
LT,2020.5,0.07330087468201081,0.21013321457889694,1025.0,33.0,24.0,55.0,81.0,416.0,128.0,113.0,82.0,30.0,56.0,1.0,6.0
LT,2021.0,-0.20899635900607685,-0.03565761136534902,1004.0,56.0,31.0,52.0,58.0,283.0,45.0,49.0,44.0,23.0,48.0,42.0,273.0
LT,2021.5,-0.19483288355028458,-0.03552281508574216,1005.0,42.0,30.0,46.0,45.0,286.0,65.0,71.0,44.0,15.0,36.0,55.0,270.0
LT,2022.0,-0.18475123800760376,-0.05424954829998328,1004.0,52.0,44.0,67.0,47.0,248.0,57.0,56.0,50.0,19.0,37.0,64.0,263.0
LT,2023.0,-0.21114440349561095,-0.06954473527799224,1016.0,64.0,41.0,57.0,60.0,220.0,57.0,58.0,36.0,9.0,54.0,61.0,299.0
LT,2024.5,-0.21204499243621575,-0.051506902058200604,1018.0,34.0,19.0,43.0,46.0,232.0,100.0,59.0,56.0,24.0,33.0,57.0,315.0
LT,2025.0,-0.17379951441116817,-0.07407387587211396,1003.0,49.0,29.0,64.0,58.0,217.0,72.0,60.0,44.0,18.0,43.0,83.0,266.0
LU,2007.0,-0.11706516620073211,-0.02795950034720951,503.0,18.0,8.0,25.0,31.0,183.0,40.0,33.0,29.0,11.0,11.0,50.0,64.0
LU,2010.0,-0.11123134330525242,0.0024665659225460014,501.0,15.0,13.0,43.0,40.0,147.0,44.0,39.0,18.0,9.0,13.0,35.0,85.0
LU,2012.0,-0.01970530258523669,0.07593480959019626,504.0,25.0,12.0,51.0,54.0,163.0,55.0,44.0,26.0,4.0,14.0,15.0,41.0
LU,2014.0,-0.09730155643685735,0.011903349722961669,504.0,21.0,14.0,33.0,43.0,146.0,34.0,55.0,39.0,1.0,13.0,29.0,76.0
LU,2015.0,-0.14065269149140006,0.06255953043334721,502.0,15.0,10.0,46.0,43.0,169.0,25.0,44.0,22.0,11.0,8.0,18.0,91.0
LU,2016.0,-0.07201822297632805,0.009819383496765761,505.0,33.0,14.0,44.0,41.0,158.0,39.0,38.0,24.0,8.0,16.0,28.0,62.0
LU,2017.0,-0.12195184144092971,0.029193866121155623,506.0,15.0,18.0,43.0,43.0,167.0,47.0,26.0,15.0,5.0,10.0,56.0,61.0
LU,2019.0,-0.16086985938739617,0.023679700531755433,508.0,17.0,9.0,46.0,45.0,152.0,44.0,22.0,21.0,1.0,17.0,31.0,103.0
LU,2020.0,0.07291473575893935,0.19455049223368323,530.0,13.0,21.0,72.0,66.0,171.0,82.0,63.0,13.0,6.0,12.0,5.0,6.0
LU,2020.5,0.09401358578529018,0.13588102223225007,514.0,19.0,26.0,59.0,72.0,138.0,65.0,76.0,27.0,4.0,10.0,8.0,10.0
LU,2021.0,-0.05551153162436751,0.1296262893103052,506.0,9.0,14.0,49.0,62.0,200.0,46.0,29.0,28.0,3.0,8.0,21.0,37.0
LU,2021.5,-0.11349782176047662,0.1730060227121329,502.0,6.0,12.0,48.0,56.0,221.0,48.0,28.0,9.0,0.0,6.0,30.0,38.0
LU,2022.0,-0.07958465939377178,0.1473793512653022,508.0,11.0,13.0,57.0,75.0,195.0,39.0,26.0,15.0,6.0,5.0,28.0,38.0
LU,2023.0,-0.06815707619041242,0.11975953693313339,508.0,10.0,8.0,41.0,44.0,210.0,62.0,35.0,16.0,4.0,18.0,28.0,32.0
LU,2024.5,-0.04574893408410235,0.1446809032416414,509.0,8.0,25.0,41.0,60.0,197.0,56.0,40.0,18.0,4.0,8.0,12.0,40.0
LU,2025.0,-0.014546194030884136,0.15330511203083705,503.0,13.0,20.0,51.0,53.0,190.0,69.0,44.0,14.0,3.0,7.0,13.0,26.0
LV,2007.0,-0.1396630663495854,-0.06255262574279649,1005.0,19.0,14.0,43.0,49.0,228.0,123.0,89.0,83.0,32.0,50.0,59.0,216.0
LV,2010.0,-0.10576693034775711,-0.07209708990563744,999.0,18.0,17.0,39.0,49.0,262.0,109.0,94.0,79.0,35.0,47.0,83.0,167.0
LV,2012.0,-0.12261427392815501,-0.14262545315769581,1021.0,26.0,9.0,35.0,57.0,185.0,105.0,86.0,81.0,44.0,88.0,94.0,211.0
LV,2014.0,-0.1850169692314441,0.042256842171020645,1004.0,34.0,6.0,32.0,37.0,326.0,100.0,96.0,74.0,24.0,79.0,17.0,179.0
LV,2015.0,-0.1871588805101655,0.032270206591134755,1001.0,16.0,10.0,24.0,49.0,302.0,110.0,99.0,81.0,22.0,47.0,28.0,213.0
LV,2016.0,-0.17218603033352828,-0.016544550865079527,1000.0,26.0,14.0,32.0,33.0,280.0,118.0,97.0,86.0,15.0,72.0,27.0,200.0
LV,2017.0,-0.17050838021000933,-0.08017728888714461,1001.0,31.0,11.0,19.0,41.0,255.0,105.0,83.0,88.0,29.0,74.0,43.0,222.0
LV,2019.0,-0.16263941349305297,-0.032426439491194704,1005.0,20.0,13.0,26.0,31.0,312.0,115.0,102.0,66.0,44.0,51.0,46.0,179.0
LV,2020.0,0.05760743747327891,0.192258974625504,1020.0,13.0,15.0,45.0,76.0,330.0,200.0,149.0,97.0,25.0,28.0,2.0,40.0
LV,2020.5,0.10734759314108092,0.20781488338543655,1009.0,17.0,15.0,55.0,70.0,338.0,202.0,151.0,105.0,16.0,29.0,4.0,7.0
LV,2021.0,0.20023109289601934,0.030742915423035398,1001.0,22.0,22.0,54.0,66.0,364.0,178.0,139.0,84.0,23.0,32.0,5.0,12.0
LV,2021.5,-0.17083270625353364,0.06683349153645855,1013.0,9.0,9.0,34.0,47.0,305.0,116.0,117.0,90.0,31.0,58.0,21.0,176.0
LV,2022.0,-0.24088710703602964,0.05831982512610103,1031.0,8.0,8.0,20.0,26.0,279.0,93.0,110.0,144.0,33.0,74.0,20.0,216.0
LV,2023.0,-0.22414807812751034,0.0737506464237303,1000.0,9.0,11.0,40.0,19.0,337.0,85.0,78.0,115.0,40.0,29.0,21.0,216.0
LV,2024.5,-0.22507228747783148,0.08827282135992269,1022.0,9.0,9.0,20.0,46.0,225.0,170.0,134.0,71.0,32.0,27.0,23.0,256.0
LV,2025.0,-0.21814646515541763,0.05343518475209962,1006.0,4.0,12.0,33.0,36.0,263.0,131.0,112.0,75.0,24.0,27.0,36.0,253.0
MK,2007.0,-0.19728875663908052,-0.11186084628230926,1009.0,72.0,23.0,49.0,50.0,218.0,57.0,43.0,44.0,34.0,86.0,63.0,270.0
MT,2007.0,-0.22284078396708368,-0.17111304076426456,499.0,42.0,3.0,14.0,14.0,104.0,20.0,22.0,28.0,15.0,39.0,56.0,142.0
MT,2010.0,-0.289121778562374,-0.15970961494321487,501.0,31.0,10.0,11.0,9.0,99.0,27.0,20.0,9.0,4.0,25.0,64.0,192.0
MT,2012.0,-0.31155079572957395,-0.10172955880836643,503.0,42.0,6.0,13.0,14.0,83.0,25.0,25.0,21.0,8.0,31.0,19.0,216.0
MT,2014.0,-0.27085114681265,-0.05448605295064098,502.0,29.0,8.0,17.0,26.0,145.0,16.0,25.0,11.0,6.0,19.0,32.0,168.0
MT,2015.0,-0.2501152070661073,-0.0036870993204318166,502.0,21.0,4.0,20.0,25.0,137.0,48.0,27.0,15.0,4.0,18.0,19.0,164.0
MT,2016.0,-0.2279911572672983,-0.03781015557994204,503.0,21.0,10.0,26.0,35.0,157.0,17.0,23.0,15.0,5.0,17.0,45.0,132.0
MT,2017.0,-0.23667672599050651,-0.05649061643272692,498.0,40.0,24.0,19.0,37.0,141.0,22.0,14.0,12.0,6.0,15.0,42.0,126.0
MT,2019.0,-0.19730669897065803,0.0070390819962938035,511.0,30.0,28.0,43.0,48.0,127.0,27.0,26.0,13.0,4.0,8.0,39.0,118.0
MT,2020.0,-0.12407811738348314,0.0364906777178788,586.0,29.0,16.0,28.0,40.0,216.0,63.0,32.0,21.0,9.0,29.0,23.0,80.0
MT,2020.5,-0.06878976098215811,0.03434119896020108,520.0,27.0,13.0,35.0,57.0,144.0,62.0,41.0,18.0,7.0,30.0,15.0,71.0
MT,2021.0,-0.0451061753129901,0.006688168716844755,505.0,29.0,7.0,27.0,45.0,165.0,59.0,31.0,31.0,10.0,35.0,16.0,50.0
MT,2021.5,-0.1405821066415119,0.08162861117906499,504.0,28.0,15.0,47.0,49.0,183.0,33.0,20.0,12.0,2.0,14.0,56.0,45.0
MT,2022.0,-0.15017459123614352,0.08122974749376799,508.0,22.0,3.0,44.0,73.0,174.0,28.0,25.0,11.0,11.0,16.0,36.0,65.0
MT,2023.0,-0.12091586100885894,-0.016022302816921616,511.0,36.0,5.0,31.0,45.0,139.0,39.0,40.0,35.0,12.0,10.0,28.0,91.0
MT,2024.5,0.04387857979816955,-0.1001254240773406,502.0,47.0,21.0,30.0,46.0,89.0,43.0,45.0,58.0,27.0,19.0,25.0,52.0
MT,2025.0,-0.041416509090827,-0.0601093284231557,502.0,30.0,15.0,24.0,38.0,115.0,54.0,42.0,45.0,24.0,16.0,31.0,68.0
NL,2007.0,0.15040720391665421,0.1559837323752064,1007.0,23.0,33.0,136.0,175.0,187.0,134.0,178.0,87.0,11.0,10.0,6.0,27.0
NL,2010.0,0.13896529149720444,0.09564474648033176,1025.0,46.0,59.0,146.0,137.0,188.0,125.0,130.0,101.0,23.0,25.0,8.0,37.0
NL,2012.0,0.12740975674672977,0.12439606700461019,1004.0,38.0,41.0,138.0,149.0,204.0,155.0,135.0,81.0,9.0,17.0,12.0,25.0
NL,2014.0,0.09397894862068117,0.15266832931112173,1019.0,20.0,40.0,135.0,158.0,230.0,129.0,151.0,79.0,11.0,9.0,6.0,51.0
NL,2015.0,0.13177150735608922,0.13783639003364512,1022.0,38.0,46.0,147.0,141.0,235.0,132.0,140.0,85.0,18.0,12.0,4.0,24.0
NL,2016.0,0.1421939176296261,0.16482340059662215,1020.0,39.0,61.0,162.0,174.0,199.0,133.0,134.0,73.0,4.0,13.0,8.0,20.0
NL,2017.0,0.12904697333304405,0.14094106779777274,1014.0,35.0,58.0,157.0,158.0,204.0,145.0,106.0,81.0,18.0,15.0,5.0,32.0
NL,2019.0,0.13649624626597304,0.17164909303643566,1017.0,39.0,64.0,171.0,147.0,219.0,119.0,150.0,54.0,20.0,8.0,3.0,23.0
NL,2020.0,0.16854344096276644,0.1958445029011898,1006.0,22.0,61.0,180.0,185.0,181.0,156.0,126.0,63.0,9.0,10.0,2.0,11.0
NL,2020.5,0.20435423609425532,0.16929527942083078,1005.0,25.0,61.0,165.0,166.0,174.0,131.0,148.0,106.0,15.0,8.0,1.0,5.0
NL,2021.0,0.20397264998950845,0.1785551577920795,1007.0,48.0,98.0,179.0,135.0,168.0,138.0,124.0,93.0,6.0,12.0,1.0,5.0
NL,2021.5,0.1787223833630493,0.14245494845384576,1033.0,44.0,69.0,143.0,136.0,198.0,150.0,162.0,93.0,11.0,13.0,7.0,7.0
NL,2022.0,0.174697770113899,0.17077095586252886,1012.0,35.0,72.0,190.0,145.0,174.0,142.0,144.0,68.0,10.0,15.0,2.0,15.0
NL,2023.0,0.1614696870101567,0.1635998747276004,1036.0,41.0,57.0,166.0,177.0,181.0,156.0,141.0,73.0,10.0,11.0,5.0,18.0
NL,2024.5,0.173943708578696,0.15445260447334003,1011.0,47.0,66.0,130.0,169.0,187.0,163.0,137.0,71.0,13.0,16.0,4.0,8.0
NL,2025.0,0.1926539355979401,0.14719513300950965,1016.0,42.0,73.0,149.0,169.0,158.0,143.0,164.0,73.0,14.0,15.0,7.0,9.0
PL,2007.0,-0.18862984079697803,-0.07045913553842699,1000.0,38.0,18.0,40.0,49.0,217.0,67.0,86.0,75.0,37.0,84.0,28.0,261.0
PL,2010.0,-0.17906736462088957,-0.08887809361203727,1000.0,48.0,18.0,35.0,44.0,220.0,70.0,79.0,75.0,30.0,72.0,46.0,263.0
PL,2012.0,-0.10320644450118574,-0.08068060399018155,998.0,40.0,22.0,58.0,52.0,248.0,84.0,65.0,78.0,33.0,93.0,53.0,172.0
PL,2014.0,-0.09076870841537699,-0.08733985790972602,1012.0,46.0,13.0,48.0,64.0,237.0,89.0,87.0,76.0,31.0,101.0,53.0,167.0
PL,2015.0,-0.12047759357507404,-0.128818495260521,1014.0,40.0,29.0,46.0,54.0,178.0,80.0,77.0,96.0,26.0,96.0,79.0,213.0
PL,2016.0,-0.13116110132047132,-0.06338101798081315,1020.0,22.0,20.0,35.0,64.0,212.0,110.0,113.0,88.0,36.0,69.0,40.0,211.0
PL,2017.0,-0.16206987945485965,-0.12160788946079765,1009.0,48.0,28.0,33.0,41.0,175.0,104.0,76.0,74.0,27.0,79.0,67.0,257.0
PL,2019.0,0.0037645505614465617,-0.09460078204730153,1025.0,60.0,22.0,58.0,61.0,257.0,99.0,85.0,93.0,25.0,126.0,31.0,108.0
PL,2020.0,0.11686777072611987,0.051117088733785634,1018.0,57.0,41.0,83.0,96.0,245.0,160.0,111.0,99.0,37.0,41.0,7.0,41.0
PL,2020.5,0.11201705546001008,0.05720279063899423,1039.0,44.0,46.0,117.0,122.0,215.0,128.0,120.0,101.0,31.0,57.0,9.0,49.0
PL,2021.0,0.08860618459647476,0.04214582460836981,1036.0,56.0,47.0,85.0,112.0,216.0,146.0,129.0,93.0,25.0,49.0,12.0,66.0
PL,2021.5,0.14820169032589345,0.0032352443355966013,1013.0,68.0,43.0,83.0,109.0,222.0,124.0,107.0,95.0,31.0,88.0,5.0,38.0
PL,2022.0,0.11112570400899884,-0.005179580795244315,1015.0,46.0,44.0,74.0,94.0,209.0,162.0,111.0,101.0,40.0,62.0,19.0,53.0
PL,2023.0,0.18242324475423088,-0.06034417077008082,1015.0,45.0,44.0,63.0,92.0,159.0,163.0,120.0,111.0,74.0,88.0,10.0,46.0
PL,2024.5,0.16471114592117692,-0.021018002086697296,1019.0,32.0,21.0,44.0,110.0,240.0,161.0,143.0,110.0,51.0,63.0,15.0,29.0
PL,2025.0,0.14103379024038468,-0.006766029032054295,1018.0,20.0,25.0,65.0,121.0,216.0,185.0,132.0,89.0,39.0,66.0,23.0,37.0
PT,2007.0,-0.11782351135949264,0.009547696720053104,998.0,28.0,52.0,113.0,104.0,193.0,97.0,71.0,49.0,11.0,24.0,74.0,182.0
PT,2010.0,-0.21535295406949534,0.03311308413220601,1046.0,25.0,34.0,144.0,93.0,160.0,70.0,86.0,55.0,10.0,6.0,118.0,245.0
PT,2012.0,-0.17219877109468434,0.012461237636399955,1018.0,52.0,38.0,76.0,124.0,267.0,62.0,34.0,52.0,16.0,9.0,89.0,199.0
PT,2014.0,-0.19979321935344863,0.004317628031574869,1000.0,46.0,29.0,98.0,85.0,250.0,45.0,68.0,35.0,6.0,9.0,95.0,234.0
PT,2015.0,-0.13306973938484248,-0.013893199625850136,1096.0,60.0,30.0,102.0,115.0,216.0,83.0,80.0,75.0,16.0,15.0,80.0,224.0
PT,2016.0,-0.1825032528461001,-0.0007563745922040065,1080.0,58.0,26.0,97.0,129.0,241.0,51.0,75.0,35.0,11.0,24.0,78.0,255.0
PT,2017.0,-0.13435680373799702,-0.10526621410564231,1063.0,66.0,40.0,93.0,97.0,220.0,54.0,54.0,53.0,8.0,43.0,136.0,199.0
PT,2019.0,-0.1381577601442938,0.022186883043958553,1007.0,39.0,30.0,125.0,107.0,238.0,58.0,67.0,57.0,10.0,12.0,81.0,183.0
PT,2020.0,-0.11479876547079575,0.007854219980979281,1011.0,31.0,21.0,83.0,87.0,284.0,72.0,87.0,80.0,9.0,11.0,80.0,166.0
PT,2020.5,0.10748432079737877,0.12269763970060717,1036.0,47.0,38.0,114.0,143.0,293.0,128.0,131.0,71.0,18.0,29.0,12.0,12.0
PT,2021.0,-0.08517309824660647,0.003485689952039796,1005.0,52.0,21.0,107.0,97.0,278.0,62.0,78.0,59.0,10.0,37.0,59.0,145.0
PT,2021.5,-0.08934182024513869,-0.01277982462289101,1007.0,34.0,26.0,81.0,82.0,296.0,75.0,75.0,62.0,21.0,32.0,68.0,155.0
PT,2022.0,-0.07922322192380946,0.0007077976503292202,1028.0,35.0,23.0,92.0,123.0,288.0,75.0,67.0,56.0,16.0,41.0,69.0,143.0
PT,2023.0,-0.08301805388806446,-0.009894665319684238,1029.0,28.0,25.0,112.0,116.0,269.0,58.0,95.0,45.0,15.0,36.0,95.0,135.0
PT,2024.5,0.030332789581048503,0.14872469136173513,1030.0,4.0,11.0,74.0,117.0,221.0,105.0,196.0,143.0,22.0,13.0,61.0,63.0
PT,2025.0,-0.009061546209919263,-0.06974408027210514,1039.0,35.0,20.0,78.0,125.0,234.0,69.0,119.0,68.0,26.0,69.0,103.0,93.0
RO,2007.0,-0.13513559406825804,-0.16978351604766367,1000.0,26.0,33.0,42.0,69.0,100.0,108.0,102.0,83.0,48.0,50.0,86.0,253.0
RO,2010.0,-0.17885692340457215,-0.16409803560540975,1013.0,51.0,43.0,54.0,53.0,125.0,82.0,55.0,48.0,52.0,56.0,110.0,284.0
RO,2012.0,-0.16122419075581973,-0.16151193617793713,1066.0,74.0,49.0,52.0,48.0,147.0,82.0,60.0,56.0,43.0,81.0,108.0,266.0
RO,2014.0,-0.19416396459308927,-0.16614025910859145,1036.0,72.0,17.0,38.0,39.0,200.0,50.0,44.0,58.0,35.0,134.0,93.0,256.0
RO,2015.0,-0.1917748748162548,-0.0780185644815898,1028.0,72.0,14.0,35.0,41.0,287.0,71.0,75.0,45.0,9.0,63.0,67.0,249.0
RO,2016.0,-0.1846988808597573,-0.1505068879564959,1005.0,95.0,24.0,48.0,47.0,225.0,41.0,46.0,37.0,11.0,79.0,124.0,228.0
RO,2017.0,-0.07238123774417644,-0.1261996356615722,1032.0,76.0,32.0,77.0,60.0,251.0,68.0,64.0,54.0,16.0,62.0,147.0,125.0
RO,2019.0,0.00450541083518666,-0.10742202148567806,1089.0,92.0,30.0,44.0,79.0,309.0,86.0,77.0,80.0,33.0,125.0,37.0,97.0
RO,2020.0,0.08633980536646912,-0.12031429431493296,1069.0,98.0,17.0,44.0,57.0,270.0,158.0,103.0,77.0,39.0,93.0,70.0,43.0
RO,2020.5,0.07975807017238883,-0.09969900186798455,1045.0,98.0,18.0,56.0,63.0,277.0,95.0,113.0,96.0,46.0,86.0,54.0,43.0
RO,2021.0,0.041025728790921645,-0.0835505535336,1058.0,104.0,22.0,50.0,60.0,258.0,135.0,116.0,91.0,31.0,51.0,69.0,71.0
RO,2021.5,0.05266226516205154,-0.05478395776773554,1057.0,77.0,18.0,75.0,103.0,210.0,116.0,124.0,105.0,50.0,38.0,63.0,78.0
RO,2022.0,0.09171593717697013,-0.05655343300425314,1059.0,61.0,25.0,53.0,76.0,253.0,103.0,138.0,154.0,49.0,44.0,25.0,78.0
RO,2023.0,0.1095346932455378,-0.1152484405643392,1053.0,108.0,20.0,57.0,48.0,211.0,113.0,164.0,121.0,36.0,62.0,21.0,92.0
RO,2024.5,0.14103502937710632,-0.15477134313315552,1057.0,72.0,22.0,46.0,44.0,133.0,154.0,142.0,174.0,73.0,64.0,49.0,84.0
RO,2025.0,0.12144098049135985,-0.10185195116052405,1031.0,76.0,19.0,47.0,63.0,186.0,126.0,161.0,143.0,50.0,53.0,36.0,71.0
SE,2007.0,0.12455675381211123,0.11241938438314932,1002.0,57.0,63.0,134.0,135.0,212.0,113.0,142.0,71.0,11.0,27.0,9.0,28.0
SE,2010.0,0.18391454350574826,0.06449622273428683,1010.0,38.0,53.0,159.0,141.0,151.0,99.0,138.0,122.0,30.0,39.0,19.0,21.0
SE,2012.0,0.17967673152146435,0.12121907960023749,1059.0,55.0,65.0,146.0,146.0,201.0,113.0,178.0,99.0,15.0,24.0,6.0,11.0
SE,2014.0,0.1857905689020306,0.08461393305762414,1029.0,65.0,57.0,165.0,122.0,161.0,101.0,180.0,87.0,17.0,42.0,11.0,21.0
SE,2015.0,0.19500653999310288,0.07145920098576027,1111.0,71.0,82.0,167.0,99.0,192.0,115.0,191.0,94.0,22.0,50.0,14.0,14.0
SE,2016.0,0.17548465978884134,0.11817741034119422,1044.0,47.0,55.0,148.0,147.0,175.0,143.0,174.0,91.0,19.0,21.0,6.0,18.0
SE,2017.0,0.18249715250882026,0.09686472981104796,1026.0,62.0,81.0,152.0,141.0,196.0,74.0,143.0,89.0,27.0,37.0,10.0,14.0
SE,2019.0,0.19665439438445792,0.0952253711457366,1049.0,73.0,74.0,148.0,150.0,170.0,97.0,150.0,110.0,28.0,26.0,10.0,13.0
SE,2020.0,0.23843842448780286,0.11561190966689719,1054.0,49.0,85.0,177.0,138.0,126.0,131.0,174.0,116.0,27.0,18.0,5.0,8.0
SE,2020.5,0.2485595402918362,0.09004378942970645,1045.0,67.0,75.0,156.0,134.0,130.0,120.0,178.0,108.0,42.0,27.0,4.0,4.0
SE,2021.0,0.20398856599951387,0.1219267383554047,1070.0,63.0,89.0,169.0,174.0,160.0,118.0,128.0,108.0,16.0,26.0,8.0,11.0
SE,2021.5,0.2523673470530394,0.05903395971055952,1041.0,71.0,69.0,148.0,112.0,145.0,115.0,143.0,148.0,42.0,42.0,3.0,3.0
SE,2022.0,0.2565856065312648,0.09546358635948793,1020.0,95.0,86.0,199.0,125.0,144.0,103.0,100.0,100.0,23.0,39.0,4.0,2.0
SE,2023.0,0.22371155136835952,0.09629171678627364,1073.0,81.0,90.0,192.0,151.0,144.0,102.0,124.0,100.0,26.0,41.0,4.0,18.0
SE,2024.5,0.23598286093438472,0.12495093225184295,1022.0,42.0,94.0,176.0,174.0,113.0,100.0,151.0,109.0,23.0,19.0,6.0,15.0
SE,2025.0,0.206114868045827,0.13414943918535993,1071.0,60.0,65.0,156.0,192.0,159.0,122.0,175.0,84.0,24.0,20.0,4.0,10.0
SI,2007.0,-0.10037537840546007,-0.14349091489721458,1008.0,78.0,28.0,75.0,64.0,241.0,71.0,39.0,34.0,23.0,64.0,145.0,146.0
SI,2010.0,-0.1323241980809726,-0.22342279584092076,1020.0,41.0,25.0,43.0,45.0,221.0,78.0,40.0,30.0,11.0,43.0,274.0,169.0
SI,2012.0,-0.1408783527301573,-0.2194215000194208,1016.0,101.0,27.0,67.0,50.0,199.0,52.0,29.0,33.0,16.0,36.0,237.0,169.0
SI,2014.0,-0.13105505821829389,-0.2620516140630955,1035.0,131.0,35.0,60.0,32.0,268.0,26.0,25.0,30.0,8.0,59.0,250.0,111.0
SI,2015.0,-0.1261708043200042,-0.27737904513284944,1025.0,75.0,12.0,36.0,33.0,361.0,33.0,20.0,25.0,11.0,64.0,272.0,83.0
SI,2016.0,-0.10034341229016526,-0.1972546737931694,1035.0,77.0,24.0,81.0,59.0,330.0,33.0,35.0,36.0,7.0,52.0,201.0,100.0
SI,2017.0,-0.10191790209616627,-0.20802150343899034,1026.0,69.0,37.0,62.0,52.0,378.0,31.0,25.0,39.0,11.0,42.0,194.0,86.0
SI,2019.0,-0.1847665373222322,-0.09426495636053034,1028.0,54.0,27.0,44.0,43.0,371.0,50.0,35.0,39.0,16.0,61.0,101.0,187.0
SI,2020.0,0.08438384881177315,0.18936092621328382,1034.0,96.0,84.0,151.0,116.0,275.0,95.0,55.0,57.0,29.0,53.0,6.0,17.0
SI,2020.5,-0.008433604590592078,-0.00788163490132623,1029.0,76.0,65.0,121.0,87.0,287.0,71.0,65.0,55.0,15.0,61.0,68.0,58.0
SI,2021.0,-0.08749550324884417,-0.10158476534475215,998.0,83.0,66.0,82.0,73.0,248.0,71.0,35.0,48.0,17.0,43.0,104.0,128.0
SI,2021.5,0.021547147183665637,-0.1402868421071968,1021.0,111.0,72.0,121.0,79.0,237.0,47.0,56.0,56.0,22.0,65.0,90.0,65.0
SI,2022.0,-0.08081320460747558,-0.08246921660963638,1002.0,43.0,44.0,72.0,59.0,298.0,64.0,57.0,55.0,23.0,45.0,121.0,121.0
SI,2023.0,-0.05241427871084684,-0.09365004261389621,1001.0,54.0,39.0,83.0,50.0,304.0,61.0,56.0,59.0,29.0,83.0,91.0,92.0
SI,2024.5,-0.03564293840098884,-0.12195001611409038,1014.0,54.0,23.0,65.0,55.0,309.0,64.0,75.0,65.0,19.0,77.0,133.0,75.0
SI,2025.0,-0.06906512221398994,-0.1269647705975039,1005.0,49.0,19.0,71.0,72.0,296.0,59.0,70.0,43.0,9.0,56.0,159.0,102.0
SK,2007.0,0.0008705410645659648,0.02666431631304332,1125.0,49.0,48.0,115.0,132.0,294.0,108.0,102.0,64.0,27.0,28.0,82.0,76.0
